,Codi Municipi,Codi Província,CUP_pct,CSQP_pct,Cs_pct,JxSi_pct,PP_pct,PSC_pct,Unio_pct,Unionisme_pct,Independ_pct,Cat,Spa,Abroad,Tot,pct_cat,pct_foreign,pct_spa,RFDB,RFDB_hab,RFDB_idx,ST,1erGrau,2nGrau,Univ,Tot_Niv_Ed,pct_Univ,pct_1erGrau,understands,speaks,reads,writes,no_underst,Tot_cat,pct_cat_speakers
Batea,43022,43,6.31,4.75,6.14,47.54,15.82,12.36,5.88,34.32,53.85,1627.0,135.0,205.0,1967.0,82.71479410269446,10.421962379257753,6.863243518047788,,,,,395.0,1036.0,,1806.0,,21.87153931339978,2009.0,1911.0,1810.0,1164.0,,2014.0,94.88579940417081
Bausen,25045,25,5.26,2.63,15.79,28.95,21.05,13.16,10.53,50.0,34.21,47.0,9.0,8.0,64.0,73.4375,12.5,14.0625,,,,,,,,,,,,,,,,,
Begues,8020,8,9.86,8.12,17.03,47.39,6.36,7.27,2.69,30.66,57.25,5287.0,912.0,537.0,6736.0,78.48871733966746,7.97209026128266,13.539192399049881,126114.0,19.2,116.5,,429.0,2852.0,1576.0,5053.0,31.189392440134572,8.490005937067089,6248.0,5367.0,5473.0,4108.0,148.0,6396.0,83.91181988742964
Begur,17013,17,6.42,5.83,16.66,49.98,6.14,11.11,2.28,33.91,56.4,2541.0,679.0,737.0,3957.0,64.2153146322972,18.625221127116504,17.159464240586303,,,,,385.0,2133.0,,3484.0,,11.050516647531573,3823.0,3072.0,3196.0,2260.0,182.0,4005.0,76.70411985018727
Belianes,25046,25,15.71,3.71,2.0,59.71,10.29,4.57,3.71,16.86,75.42,483.0,9.0,47.0,539.0,89.6103896103896,8.719851576994435,1.6697588126159555,,,,,,,,,,,544.0,484.0,465.0,350.0,,555.0,87.2072072072072
Bell-lloc d'Urgell,25048,25,4.95,3.48,10.45,65.4,5.57,6.04,2.79,22.06,70.35000000000001,1839.0,191.0,319.0,2349.0,78.28863346104725,13.580246913580247,8.131119625372499,,,,,326.0,1227.0,,2019.0,,16.146607231302625,2348.0,2052.0,2127.0,1543.0,,2359.0,86.98601102161933
Bellaguarda,25170,25,5.48,3.2,3.65,70.32,3.2,8.68,3.65,15.530000000000001,75.8,278.0,16.0,13.0,307.0,90.55374592833876,4.234527687296417,5.2117263843648205,,,,,,,,,,,334.0,317.0,312.0,199.0,,336.0,94.3452380952381
Bellcaire d'Empordà,17018,17,10.34,2.88,3.61,70.91,1.44,7.21,2.4,12.26,81.25,519.0,60.0,68.0,647.0,80.21638330757341,10.510046367851622,9.273570324574962,,,,,,,,,,,612.0,529.0,533.0,421.0,,634.0,83.4384858044164
Bellcaire d'Urgell,25047,25,6.37,3.36,4.75,72.89,4.29,3.48,3.01,12.52,79.26,1095.0,90.0,78.0,1263.0,86.69833729216153,6.175771971496437,7.1258907363420425,,,,,190.0,,,1150.0,,16.52173913043478,1316.0,1175.0,1228.0,912.0,,1320.0,89.01515151515152
Bellmunt d'Urgell,25049,25,11.29,3.23,6.45,62.9,6.45,2.42,7.26,15.32,74.19,169.0,12.0,7.0,188.0,89.8936170212766,3.723404255319149,6.382978723404255,,,,,,,,,,,192.0,181.0,173.0,125.0,,194.0,93.29896907216495
Bellmunt del Priorat,43023,43,18.23,6.77,4.69,50.52,2.08,15.1,1.04,21.869999999999997,68.75,229.0,32.0,35.0,296.0,77.36486486486487,11.824324324324325,10.81081081081081,,,,,,,,,,,327.0,286.0,284.0,188.0,,328.0,87.1951219512195
Bellprat,8021,8,10.53,7.02,10.53,56.14,0.0,8.77,5.26,19.299999999999997,66.67,65.0,6.0,4.0,75.0,86.66666666666667,5.333333333333333,8.0,,,,,,,,,,,,,,,,,
Bellpuig,25050,25,13.52,2.96,5.91,63.85,4.86,4.57,2.91,15.34,77.37,3549.0,406.0,1050.0,5005.0,70.9090909090909,20.97902097902098,8.111888111888112,,,,,582.0,2746.0,,4107.0,,14.170927684441198,4740.0,3858.0,4065.0,3085.0,,4817.0,80.09134315964293
Bellvei,43024,43,7.37,8.07,22.72,31.66,11.45,14.48,2.25,48.650000000000006,39.03,1559.0,397.0,234.0,2190.0,71.18721461187215,10.684931506849315,18.12785388127854,,,,,307.0,1083.0,,1665.0,,18.43843843843844,2037.0,1683.0,1712.0,1305.0,,2053.0,81.97759376522163
Bellver de Cerdanya,25051,25,11.35,2.12,7.27,64.49,3.92,7.02,3.02,18.21,75.83999999999999,1553.0,230.0,212.0,1995.0,77.84461152882206,10.6265664160401,11.528822055137844,,,,,305.0,,,1939.0,,15.729757607013925,2087.0,1915.0,1893.0,1552.0,,2159.0,88.69847151459008
Bellvís,25052,25,7.03,2.42,4.69,76.72,2.87,3.02,2.34,10.580000000000002,83.75,1798.0,88.0,378.0,2264.0,79.41696113074205,16.69611307420495,3.8869257950530036,,,,,431.0,1036.0,,2067.0,,20.8514755684567,2301.0,1996.0,1951.0,1387.0,,2341.0,85.26270824434003
Benavent de Segrià,25053,25,9.01,3.0,10.97,62.01,5.66,6.0,2.31,22.63,71.02,1213.0,126.0,143.0,1482.0,81.84885290148448,9.649122807017545,8.502024291497976,,,,,154.0,726.0,,1202.0,,12.81198003327787,1496.0,1335.0,1363.0,1097.0,,1504.0,88.76329787234043
Benifallet,43025,43,7.25,2.56,5.33,54.8,7.68,19.4,1.92,32.41,62.05,638.0,26.0,44.0,708.0,90.11299435028249,6.214689265536723,3.672316384180791,,,,,,,,,,,762.0,565.0,643.0,377.0,,766.0,73.7597911227154
Benissanet,43026,43,4.8,0.93,5.88,73.07,6.04,5.57,2.79,17.49,77.86999999999999,872.0,53.0,293.0,1218.0,71.5927750410509,24.05582922824302,4.351395730706075,,,,,173.0,641.0,,1080.0,,16.01851851851852,1176.0,1017.0,986.0,701.0,,1210.0,84.0495867768595
Berga,8022,8,11.75,3.8,4.45,64.79,5.16,6.49,2.49,16.1,76.54,12246.0,1773.0,2156.0,16175.0,75.70942812982999,13.329211746522411,10.961360123647605,249809.0,15.4,93.5,1695.0,1743.0,8385.0,2153.0,13976.0,15.404979965655409,12.471379507727534,16039.0,14206.0,14279.0,10938.0,325.0,16363.0,86.81782069302695
Besalú,17019,17,8.54,2.4,2.14,76.44,2.34,5.74,1.6,10.22,84.97999999999999,1920.0,221.0,297.0,2438.0,78.75307629204266,12.182116488925349,9.064807219031993,,,,,288.0,1157.0,,2005.0,,14.364089775561098,2307.0,2066.0,2037.0,1566.0,,2341.0,88.25288338316959
Bescanó,17020,17,8.96,3.37,5.22,73.33,2.51,3.77,1.62,11.5,82.28999999999999,4201.0,385.0,268.0,4854.0,86.5471775854965,5.521219612690564,7.931602801812938,,,,,542.0,2337.0,,3808.0,,14.233193277310924,4524.0,4226.0,4143.0,3385.0,,4567.0,92.53339172323189
Beuda,17021,17,25.44,2.63,1.75,57.89,0.0,10.53,0.88,12.28,83.33,152.0,10.0,37.0,199.0,76.38190954773869,18.592964824120603,5.025125628140704,,,,,,,,,,,153.0,148.0,141.0,123.0,,155.0,95.48387096774194
Bigues i Riells,8023,8,7.85,8.69,17.87,44.66,7.93,8.41,2.56,34.21,52.51,7001.0,1408.0,506.0,8915.0,78.53056646102075,5.675827257431296,15.793606281547953,143941.0,16.4,99.5,,779.0,4729.0,946.0,7026.0,13.464275547964702,11.087389695417022,8500.0,7019.0,7350.0,5214.0,174.0,8674.0,80.91999077703481
Biosca,25055,25,4.51,4.51,9.02,67.67,3.76,3.76,5.26,16.54,72.18,164.0,18.0,5.0,187.0,87.70053475935829,2.6737967914438503,9.62566844919786,,,,,,,,,,,213.0,197.0,208.0,168.0,0.0,213.0,92.48826291079813
"Bisbal d'Empordà, la",17022,17,12.72,3.93,7.12,58.52,4.57,10.28,1.87,21.97,71.24000000000001,7180.0,1285.0,2277.0,10742.0,66.84043939676037,21.197169986967044,11.962390616272575,132818.0,12.6,76.3,1002.0,1463.0,4970.0,,8613.0,,16.985951468710088,9674.0,7939.0,8008.0,6274.0,513.0,10188.0,77.92500981546918
"Bisbal de Falset, la",43027,43,5.48,0.0,1.37,78.77,3.42,2.74,6.16,7.53,84.25,176.0,13.0,19.0,208.0,84.61538461538461,9.134615384615385,6.25,,,,,,,,,,,222.0,197.0,179.0,97.0,,224.0,87.94642857142857
"Bisbal del Penedès, la",43028,43,7.89,8.62,21.29,38.32,6.65,13.91,1.61,41.85,46.21,2493.0,737.0,236.0,3466.0,71.92729371032891,6.809001731102135,21.263704558568957,,,,367.0,583.0,1607.0,,2800.0,,20.821428571428573,3231.0,2441.0,2633.0,1913.0,94.0,3325.0,73.41353383458646
Biure,17234,17,13.61,3.4,6.12,52.38,14.29,6.12,2.72,26.53,65.99000000000001,183.0,24.0,26.0,233.0,78.54077253218884,11.158798283261802,10.300429184549357,,,,,,,,,,,243.0,219.0,216.0,150.0,,244.0,89.75409836065573
Blancafort,43029,43,13.43,5.22,1.12,73.13,1.49,0.75,3.73,3.3600000000000003,86.56,346.0,18.0,29.0,393.0,88.04071246819339,7.379134860050891,4.580152671755725,,,,,,,,,,,395.0,347.0,365.0,272.0,,412.0,84.22330097087378
Blanes,17023,17,7.1,12.85,20.52,33.22,8.3,14.15,2.04,42.97,40.32,23748.0,8087.0,7225.0,39060.0,60.79877112135177,18.497183819764466,20.704045058883768,529522.0,13.7,83.2,4038.0,5310.0,18773.0,4435.0,32556.0,13.622680919031822,16.310357537781055,36774.0,28394.0,31341.0,22032.0,1577.0,38351.0,74.03718286354984
Boadella i les Escaules,17029,17,15.43,3.09,6.17,59.88,7.41,3.09,2.47,16.67,75.31,212.0,21.0,33.0,266.0,79.69924812030075,12.406015037593985,7.894736842105263,,,,,,,,,,,249.0,230.0,223.0,146.0,0.0,249.0,92.36947791164658
Bolvir,17024,17,4.95,1.35,5.86,70.72,5.41,2.25,7.21,13.52,75.67,293.0,25.0,57.0,375.0,78.13333333333334,15.2,6.666666666666667,,,,,,,,,,,403.0,342.0,350.0,268.0,0.0,403.0,84.863523573201
Bonastre,43030,43,6.53,10.39,11.57,57.57,3.86,7.42,1.19,22.85,64.1,465.0,70.0,104.0,639.0,72.7699530516432,16.275430359937403,10.954616588419405,,,,,,,,,,,585.0,453.0,455.0,325.0,,625.0,72.48
Bordils,17025,17,12.72,2.21,3.79,70.56,4.31,3.79,2.52,11.89,83.28,1262.0,139.0,279.0,1680.0,75.11904761904762,16.607142857142858,8.273809523809524,,,,,196.0,803.0,,1406.0,,13.940256045519204,1659.0,1562.0,1549.0,1248.0,,1677.0,93.14251639833036
"Borges Blanques, les",25058,25,8.1,2.74,7.39,68.19,4.09,5.13,3.27,16.61,76.28999999999999,4745.0,518.0,737.0,6000.0,79.08333333333333,12.283333333333333,8.633333333333333,84511.0,14.0,85.3,,737.0,2943.0,,4997.0,,14.74884930958575,5618.0,4797.0,5051.0,3758.0,,5881.0,81.56776058493453
"Borges del Camp, les",43031,43,8.37,3.81,10.2,63.6,4.31,6.3,2.82,20.81,71.97,1602.0,242.0,226.0,2070.0,77.3913043478261,10.917874396135266,11.690821256038648,,,,275.0,287.0,917.0,,1648.0,,17.41504854368932,1819.0,1582.0,1535.0,1187.0,227.0,2047.0,77.2838299951148
Borrassà,17026,17,7.97,2.37,8.62,73.06,1.94,2.8,2.59,13.359999999999998,81.03,603.0,60.0,48.0,711.0,84.81012658227849,6.751054852320675,8.438818565400844,,,,,,,,,,,682.0,614.0,603.0,450.0,,684.0,89.76608187134502
Borredà,8024,8,15.76,0.0,2.73,66.97,2.12,6.36,5.45,11.21,82.73,396.0,26.0,73.0,495.0,80.0,14.747474747474747,5.252525252525253,,,,,,,,,,,558.0,452.0,513.0,346.0,,561.0,80.5704099821747
Bossòst,25059,25,4.03,3.03,23.53,18.82,18.66,26.89,3.36,69.08,22.85,653.0,243.0,227.0,1123.0,58.14781834372217,20.213713268032055,21.63846838824577,,,,,,,,941.0,,,960.0,711.0,870.0,486.0,,1102.0,64.51905626134301
Bot,43032,43,8.8,2.69,3.42,60.39,5.13,13.45,4.65,21.999999999999996,69.19,554.0,24.0,37.0,615.0,90.08130081300813,6.016260162601626,3.902439024390244,,,,,,,,,,,663.0,561.0,583.0,363.0,,677.0,82.86558345642541
Botarell,43033,43,7.11,7.11,9.32,57.66,6.0,7.9,3.0,23.22,64.77,842.0,142.0,136.0,1120.0,75.17857142857143,12.142857142857142,12.678571428571429,,,,,131.0,562.0,,903.0,,14.50719822812846,1066.0,927.0,941.0,748.0,,1085.0,85.43778801843318
Bovera,25056,25,2.06,2.06,1.55,79.9,2.58,3.61,5.15,7.74,81.96000000000001,245.0,8.0,14.0,267.0,91.76029962546816,5.2434456928838955,2.9962546816479403,,,,,,,,,,,313.0,301.0,293.0,175.0,0.0,313.0,96.16613418530352
Breda,17027,17,11.07,3.22,6.48,66.07,4.2,7.12,1.42,17.8,77.13999999999999,2929.0,447.0,346.0,3722.0,78.69425040300914,9.296077377753896,12.00967221923697,,,,325.0,535.0,1882.0,,3162.0,,16.919671094244148,3577.0,3165.0,3210.0,2460.0,104.0,3680.0,86.0054347826087
"Bruc, el",8025,8,16.07,7.02,13.37,45.6,6.01,8.12,2.79,27.5,61.67,1626.0,229.0,159.0,2014.0,80.73485600794439,7.894736842105263,11.370407149950347,,,,,207.0,877.0,,1585.0,,13.05993690851735,1945.0,1757.0,1729.0,1360.0,,1954.0,89.91811668372569
"Brull, el",8026,8,13.17,2.4,2.99,76.65,2.4,0.0,2.4,5.390000000000001,89.82000000000001,237.0,10.0,16.0,263.0,90.11406844106465,6.083650190114068,3.802281368821293,,,,,,,,,,,246.0,243.0,237.0,188.0,0.0,246.0,98.78048780487805
Brunyola,17028,17,10.37,1.24,5.81,78.01,0.83,0.0,2.49,6.64,88.38000000000001,340.0,18.0,17.0,375.0,90.66666666666667,4.533333333333333,4.8,,,,,,,,,,,390.0,371.0,373.0,281.0,0.0,390.0,95.12820512820512
Bràfim,43034,43,8.78,3.17,8.29,59.76,9.51,7.32,1.46,25.119999999999997,68.53999999999999,504.0,72.0,92.0,668.0,75.44910179640719,13.77245508982036,10.778443113772456,,,,,,,,,,,637.0,600.0,596.0,459.0,,637.0,94.19152276295134
Bàscara,17016,17,11.22,2.64,5.78,66.83,5.28,5.28,1.49,16.34,78.05,786.0,84.0,110.0,980.0,80.20408163265306,11.224489795918368,8.571428571428571,,,,,,,,,,,938.0,866.0,868.0,658.0,,944.0,91.73728813559322
"Bòrdes, Es",25057,25,10.13,10.13,24.68,21.52,10.13,17.72,1.9,52.53,31.65,195.0,39.0,16.0,250.0,78.0,6.4,15.6,,,,,,,,,,,231.0,223.0,227.0,173.0,,233.0,95.70815450643777
Cabacés,43035,43,8.22,1.83,2.28,69.86,4.57,1.83,10.96,8.68,78.08,286.0,19.0,21.0,326.0,87.73006134969326,6.441717791411043,5.828220858895706,,,,,,,,,,,332.0,301.0,295.0,214.0,0.0,332.0,90.66265060240964
Cabanabona,25060,25,5.77,3.85,3.85,69.23,13.46,0.0,0.0,17.310000000000002,75.0,69.0,5.0,3.0,77.0,89.6103896103896,3.896103896103896,6.4935064935064934,,,,,,,,,,,73.0,70.0,67.0,49.0,0.0,73.0,95.89041095890411
Cabanelles,17031,17,18.18,3.03,4.55,66.67,4.55,1.52,0.76,10.620000000000001,84.85,189.0,17.0,51.0,257.0,73.5408560311284,19.844357976653697,6.614785992217898,,,,,,,,,,,223.0,181.0,192.0,127.0,,234.0,77.35042735042735
Cabanes,17030,17,8.61,2.35,17.42,54.01,9.39,4.89,1.57,31.700000000000003,62.62,639.0,118.0,158.0,915.0,69.8360655737705,17.26775956284153,12.896174863387978,,,,,,,,,,,874.0,751.0,782.0,547.0,,900.0,83.44444444444444
"Cabanyes, les",8027,8,10.73,4.94,9.54,57.58,6.13,8.69,1.53,24.359999999999996,68.31,809.0,93.0,41.0,943.0,85.79003181336161,4.3478260869565215,9.862142099681867,,,,,,,,,,,883.0,807.0,808.0,655.0,,883.0,91.39297848244621
Cabra del Camp,43036,43,9.74,5.94,16.01,46.37,6.6,12.54,1.49,35.15,56.11,808.0,198.0,107.0,1113.0,72.59658580413297,9.613656783468103,17.78975741239892,,,,,127.0,646.0,,939.0,,13.525026624068158,1065.0,766.0,874.0,620.0,56.0,1121.0,68.33184656556647
Cabrera d'Anoia,8028,8,8.41,15.24,12.22,28.91,10.91,21.02,1.45,44.150000000000006,37.32,957.0,274.0,120.0,1351.0,70.83641746854182,8.882309400444116,20.281273131014064,,,,,148.0,777.0,,1143.0,,12.94838145231846,1296.0,1019.0,1083.0,729.0,52.0,1348.0,75.59347181008901
Cabrera de Mar,8029,8,7.74,3.13,11.44,59.54,6.53,5.86,4.71,23.830000000000002,67.28,3652.0,533.0,368.0,4553.0,80.21084998901823,8.082582912365472,11.706567098616297,,,,,276.0,1945.0,1263.0,3617.0,34.91844069670998,7.630633121371302,4442.0,3992.0,4055.0,3311.0,,4478.0,89.14694059848146
Cabrils,8030,8,7.93,3.29,14.45,59.85,5.22,4.64,3.64,24.31,67.78,5769.0,656.0,862.0,7287.0,79.16838205022643,11.82928502813229,9.00233292164128,143420.0,20.1,122.3,,432.0,2752.0,2121.0,5526.0,38.382193268186754,7.817589576547231,6860.0,6189.0,6084.0,4934.0,,6920.0,89.4364161849711
Cabó,25061,25,7.58,0.0,4.55,66.67,3.03,4.55,12.12,12.129999999999999,74.25,80.0,3.0,9.0,92.0,86.95652173913044,9.782608695652174,3.260869565217391,,,,,,,,,,,94.0,84.0,83.0,53.0,0.0,94.0,89.36170212765957
Cadaqués,17032,17,6.53,5.56,9.35,67.93,1.93,5.72,1.53,17.0,74.46000000000001,1564.0,350.0,923.0,2837.0,55.128657032076134,32.534367289390204,12.336975678533662,,,,,430.0,,,2360.0,,18.220338983050848,2643.0,1955.0,2091.0,1507.0,,2733.0,71.53311379436516
Calaf,8031,8,6.76,5.12,5.44,61.83,7.18,8.24,3.96,20.86,68.59,2375.0,374.0,675.0,3424.0,69.36331775700934,19.713785046728972,10.922897196261681,,,,,604.0,1699.0,,2935.0,,20.579216354344123,3320.0,2776.0,2842.0,2103.0,89.0,3409.0,81.43150484012907
Calafell,43037,43,6.78,8.89,23.26,30.9,10.46,15.09,2.4,48.81,37.68,14570.0,4964.0,4755.0,24289.0,59.98600189386142,19.576763143809956,20.437234962328628,326683.0,13.6,82.4,2153.0,2667.0,12408.0,2897.0,20126.0,14.394315810394515,13.251515452648315,21531.0,15395.0,17230.0,11356.0,2105.0,23636.0,65.13369436452868
Calders,8034,8,9.95,1.9,2.05,75.2,4.42,4.42,1.58,10.89,85.15,826.0,96.0,31.0,953.0,86.67366211962225,3.2528856243441764,10.073452256033578,,,,,,,,,,,924.0,830.0,829.0,653.0,,925.0,89.72972972972973
Caldes d'Estrac,8032,8,8.58,5.61,10.77,53.19,5.87,11.22,3.8,27.860000000000003,61.769999999999996,1886.0,358.0,522.0,2766.0,68.18510484454086,18.872017353579174,12.942877801879971,,,,,296.0,1129.0,652.0,2245.0,29.042316258351892,13.184855233853007,2602.0,2149.0,2176.0,1586.0,,2659.0,80.81985708913125
Caldes de Malavella,17033,17,7.82,7.08,14.08,51.89,7.37,8.51,1.38,29.96,59.71,5416.0,1155.0,649.0,7220.0,75.01385041551247,8.988919667590027,15.997229916897506,114836.0,16.3,99.0,477.0,668.0,3400.0,,5666.0,,11.789622308506884,6758.0,6023.0,6310.0,4916.0,105.0,6863.0,87.76045461168586
Caldes de Montbui,8033,8,9.17,6.85,14.03,48.05,6.61,11.12,2.54,31.759999999999998,57.22,12261.0,2947.0,1929.0,17137.0,71.5469452062788,11.256345918188714,17.196708875532472,277606.0,16.3,99.3,1342.0,1599.0,8594.0,2470.0,14006.0,17.635299157503926,11.41653577038412,16400.0,13408.0,14284.0,10313.0,304.0,16704.0,80.26819923371647
Calella,8035,8,7.96,5.49,12.26,52.25,8.0,9.77,2.63,30.03,60.21,11407.0,2857.0,4053.0,18317.0,62.27548179287001,22.126985860129935,15.597532347000055,249106.0,13.8,84.0,1139.0,2323.0,9089.0,2442.0,14993.0,16.28760088041086,15.49389715200427,16559.0,12925.0,14117.0,10135.0,938.0,17497.0,73.86980625250042
Calldetenes,8037,8,8.6,1.95,2.89,76.59,3.7,3.08,2.2,9.670000000000002,85.19,2070.0,181.0,167.0,2418.0,85.60794044665012,6.906534325889164,7.485525227460712,,,,,296.0,1081.0,,1930.0,,15.336787564766839,2303.0,2027.0,2041.0,1723.0,,2325.0,87.18279569892474
Callús,8038,8,8.87,5.17,7.67,64.51,3.19,7.06,1.98,17.92,73.38000000000001,1612.0,244.0,201.0,2057.0,78.3665532328634,9.771511910549343,11.861934856587263,,,,,228.0,858.0,,1504.0,,15.159574468085106,1786.0,1466.0,1563.0,1147.0,,1812.0,80.90507726269315
Calonge,17034,17,8.33,4.99,15.02,53.55,5.69,9.25,1.63,29.96,61.879999999999995,6661.0,1456.0,2592.0,10709.0,62.2000186758801,24.20394061070128,13.59604071341862,140837.0,13.6,82.7,903.0,1377.0,4971.0,1659.0,8910.0,18.61952861952862,15.454545454545455,9561.0,7660.0,7771.0,6169.0,990.0,10551.0,72.59975357785991
Calonge de Segarra,8036,8,6.06,1.52,3.03,78.79,2.27,3.03,4.55,8.33,84.85000000000001,185.0,3.0,3.0,191.0,96.8586387434555,1.5706806282722514,1.5706806282722514,,,,,,,,,,,200.0,179.0,197.0,142.0,0.0,200.0,89.5
Camarasa,25062,25,9.06,3.5,7.95,68.52,4.29,3.18,2.86,15.420000000000002,77.58,772.0,61.0,46.0,879.0,87.82707622298066,5.233219567690558,6.939704209328783,,,,,,,,,,,911.0,780.0,789.0,534.0,,912.0,85.52631578947368
Camarles,43903,43,4.56,3.67,5.74,60.98,6.57,12.73,3.61,25.04,65.53999999999999,2720.0,139.0,490.0,3349.0,81.21827411167513,14.631233203941475,4.150492684383398,,,,,492.0,1676.0,,2968.0,,16.576819407008085,3434.0,2994.0,3020.0,2096.0,,3476.0,86.13348676639816
Cambrils,43038,43,5.76,6.69,26.89,35.94,10.11,10.42,2.52,47.42,41.699999999999996,19089.0,7039.0,7145.0,33273.0,57.37084122261293,21.473867700537973,21.155291076849096,460353.0,13.9,84.5,2170.0,3330.0,15002.0,6048.0,26548.0,22.78137712822058,12.543317764050023,30610.0,22954.0,25366.0,17878.0,1655.0,32265.0,71.14210444754377
Campdevànol,17036,17,9.36,4.23,10.43,62.25,3.79,6.73,2.09,20.95,71.61,2689.0,494.0,131.0,3314.0,81.14061557030779,3.9529269764634885,14.906457453228727,,,,,544.0,1733.0,,2913.0,,18.674905595605903,3307.0,2848.0,2948.0,2220.0,,3351.0,84.98955535660997
Campelles,17037,17,8.7,1.09,0.0,84.78,4.35,0.0,1.09,4.35,93.48,112.0,7.0,18.0,137.0,81.75182481751825,13.138686131386862,5.109489051094891,,,,,,,,,,,129.0,122.0,121.0,89.0,,133.0,91.72932330827068
Campins,8039,8,16.0,6.67,5.0,64.33,2.67,2.33,1.67,10.0,80.33,405.0,30.0,35.0,470.0,86.17021276595744,7.446808510638298,6.382978723404255,,,,,,,,,,,466.0,452.0,434.0,353.0,0.0,466.0,96.99570815450643
Campllong,17038,17,8.48,0.3,7.27,73.33,3.64,2.73,1.82,13.64,81.81,461.0,31.0,24.0,516.0,89.34108527131782,4.651162790697675,6.007751937984496,,,,,,,,,,,478.0,456.0,444.0,380.0,,488.0,93.44262295081967
Camprodon,17039,17,8.93,3.36,4.09,68.32,3.96,7.58,2.95,15.629999999999999,77.25,1778.0,213.0,230.0,2221.0,80.05402971634399,10.355695632597929,9.590274651058081,,,,,415.0,1085.0,,2036.0,,20.38310412573674,2244.0,2064.0,2073.0,1543.0,,2290.0,90.13100436681222
Camós,17035,17,6.12,2.45,2.45,79.18,3.88,2.45,2.45,8.780000000000001,85.30000000000001,617.0,34.0,32.0,683.0,90.33674963396778,4.685212298682284,4.978038067349927,,,,,,,,,,,671.0,633.0,630.0,483.0,,672.0,94.19642857142857
Canejan,25063,25,4.69,3.13,12.5,23.44,21.88,31.25,0.0,65.63,28.130000000000003,84.0,6.0,7.0,97.0,86.5979381443299,7.216494845360825,6.185567010309279,,,,,,,,,,,,,,,,,
Canet d'Adri,17040,17,14.23,3.35,3.97,71.55,2.51,2.72,0.42,9.2,85.78,612.0,42.0,48.0,702.0,87.17948717948718,6.837606837606837,5.982905982905983,,,,,,,,,,,602.0,583.0,573.0,467.0,,605.0,96.36363636363636
Canet de Mar,8040,8,8.9,5.98,11.78,52.7,8.24,8.44,2.63,28.46,61.6,10483.0,2211.0,1590.0,14284.0,73.38980677681322,11.131335760291234,15.478857462895547,209215.0,15.0,91.1,,1428.0,6510.0,2318.0,11297.0,20.51872178454457,12.640524032929097,13368.0,11403.0,11798.0,8543.0,,13454.0,84.75546305931321
"Canonja, la",43907,43,5.1,8.99,28.77,18.27,9.05,26.28,1.42,64.1,23.369999999999997,3979.0,1395.0,472.0,5846.0,68.06363325350667,8.073896681491618,23.86247006500171,88417.0,15.2,92.6,,702.0,,,4514.0,,15.551617190961453,5485.0,3617.0,4035.0,2641.0,,5690.0,63.567662565905096
Canovelles,8041,8,4.65,9.88,28.0,21.67,10.3,21.52,1.83,59.81999999999999,26.32,8497.0,3840.0,3600.0,15937.0,53.3161824684696,22.58894396686955,24.09487356466085,231889.0,14.7,89.1,2512.0,1543.0,7709.0,,12830.0,,12.026500389711613,14059.0,9800.0,10571.0,7354.0,1323.0,15382.0,63.71083084124301
Cantallops,17041,17,9.55,3.93,3.37,70.79,2.25,7.87,1.12,13.49,80.34,234.0,25.0,58.0,317.0,73.81703470031546,18.29652996845426,7.886435331230284,,,,,,,,,,,309.0,288.0,280.0,192.0,,318.0,90.56603773584905
Canyelles,8043,8,7.29,9.88,22.24,34.51,8.92,13.86,2.05,45.019999999999996,41.8,3141.0,846.0,420.0,4407.0,71.27297481279783,9.530292716133424,19.196732471068753,,,,,431.0,2220.0,,3349.0,,12.869513287548521,4024.0,3237.0,3456.0,2314.0,175.0,4200.0,77.07142857142857
Capafonts,43039,43,24.14,0.0,6.9,57.47,6.9,1.15,2.3,14.950000000000001,81.61,102.0,9.0,1.0,112.0,91.07142857142857,0.8928571428571429,8.035714285714286,,,,,,,,,,,121.0,111.0,114.0,77.0,0.0,121.0,91.73553719008264
Capellades,8044,8,15.08,5.26,13.13,41.27,7.6,13.28,2.76,34.01,56.35,3872.0,981.0,374.0,5227.0,74.07690836043619,7.155155921178496,18.767935718385306,84478.0,16.1,97.6,481.0,552.0,2869.0,,4554.0,,12.121212121212121,5218.0,4453.0,4527.0,3375.0,102.0,5321.0,83.68727682766398
Capmany,17042,17,7.12,7.12,7.43,61.92,4.02,6.81,4.02,18.259999999999998,69.04,422.0,56.0,118.0,596.0,70.80536912751678,19.798657718120804,9.395973154362416,,,,,,,,,,,594.0,535.0,540.0,400.0,,608.0,87.99342105263158
Capolat,8045,8,14.75,11.48,1.64,65.57,1.64,0.0,3.28,3.28,80.32,90.0,1.0,2.0,93.0,96.7741935483871,2.150537634408602,1.075268817204301,,,,,,,,,,,85.0,85.0,85.0,74.0,0.0,85.0,100.0
Capçanes,43040,43,13.71,3.68,3.01,67.56,5.02,3.01,2.68,11.04,81.27000000000001,363.0,11.0,18.0,392.0,92.60204081632654,4.591836734693878,2.806122448979592,,,,,,,,,,,417.0,404.0,395.0,312.0,0.0,417.0,96.88249400479616
Cardedeu,8046,8,12.99,6.64,13.34,48.56,5.96,8.65,2.31,27.950000000000003,61.550000000000004,13698.0,2625.0,1835.0,18158.0,75.437823548849,10.105738517457869,14.456437933693138,289413.0,16.4,99.5,1091.0,1363.0,7925.0,3483.0,13862.0,25.126244409176167,9.832635983263598,16431.0,14049.0,14534.0,11149.0,341.0,16772.0,83.76460767946578
